authorityCode,taxType,formulaNumber,startDate,endDate,monthly/Quarterly,formulaTitle
60000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
60000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
60000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
60000,10,2,1/2/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
60000,16,2,1/1/1990,0,Quarterly,EMPLOYER QUARTERLY TRNG TAX FORMULA
60000,16,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY TRNG TAX FORMULA
60000,16,2,1/2/2013,0,Quarterly,EMPLOYER QUARTERLY TRNG TAX FORMULA
60000,41,2,1/1/2008,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2009,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2010,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2011,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2012,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2013,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2014,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2015,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2016,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2017,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2018,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2019,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/1/2020,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,41,2,1/2/2020,0,Quarterly,EE QUARTERLY DISABILITY FORMULA
60000,48,2,1/1/2008,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2009,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2010,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2011,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2012,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2013,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2014,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2015,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2016,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2017,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2018,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2019,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/1/2020,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,48,2,1/2/2020,0,Quarterly,EE QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2008,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2009,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2010,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2012,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2013,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2014,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2015,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2016,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2017,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2018,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2019,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/1/2020,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
60000,77,2,1/2/2020,0,Quarterly,ER QTR VOLUNTARY DISABILITY FORMULA
80000,10,2,1/1/1988,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
80000,78,2,1/1/2001,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2012,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2013,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2014,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2015,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2016,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2017,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2018,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2019,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,78,2,1/1/2020,0,Quarterly,ER QUARTERLY UNEMPLOYMENT SURCHARGE
80000,82,2,1/1/2004,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2012,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2013,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2014,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2015,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2016,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2017,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2018,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2019,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80000,82,2,1/1/2020,0,Quarterly,ER QTR UNEML SOLVENCY TAX SURCHARGE
80080,51,1,11/1/1988,0,Monthly,OCCUPATIONAL TAX
80080,54,1,1/1/1995,0,Monthly,OCCUPATIONAL TAX
80085,51,1,1/1/1980,0,Monthly,OCCUPATIONAL TAX
80085,54,1,1/1/1995,0,Monthly,OCCUPATIONAL TAX
80094,51,1,8/1/1986,0,Monthly,OCCUPATIONAL TAX
80094,54,1,1/1/1995,0,Monthly,OCCUPATIONAL TAX
80095,51,1,1/1/2004,0,Monthly,OCCUPATIONAL TAX
80095,54,1,1/1/2004,0,Monthly,OCCUPATIONAL TAX
80103,51,1,1/1/2004,0,Monthly,OCCUPATIONAL TAX
80103,54,1,1/1/2004,0,Monthly,OCCUPATIONAL TAX
80104,51,1,8/1/1986,0,Monthly,OCCUPATIONAL TAX
80104,54,1,1/1/1995,0,Monthly,OCCUPATIONAL TAX
80105,51,1,8/1/1986,0,Monthly,OCCUPATIONAL TAX
80105,54,1,1/1/1995,0,Monthly,OCCUPATIONAL TAX
90000,10,2,1/1/1999,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
90000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
100000,16,2,1/1/2008,0,Quarterly,QTR EMPLYMNT TRAINING FUND FORMULA
100000,16,2,1/1/2013,0,Quarterly,QTR EMPLYMNT TRAINING FUND FORMULA
100000,16,2,1/1/2014,0,Quarterly,QTR EMPLYMNT TRAINING FUND FORMULA
100000,16,2,1/1/2018,0,Quarterly,QTR EMPLYMNT TRAINING FUND FORMULA
110000,10,2,1/1/1997,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
110000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
110000,15,2,1/1/2006,0,Quarterly,EMPLOYER QTRLY ADMIN ASSESSMENT FEE
110000,15,2,1/1/2013,0,Quarterly,EMPLOYER QTRLY ADMIN ASSESSMENT FEE
120000,10,2,1/1/1983,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
120000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
120000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
120000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
120000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
130000,10,2,1/1/1990,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
130000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
130000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
130000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
130000,15,2,1/1/2003,0,Quarterly,EMPLOYER QTRLY ADMIN ASSESSMENT FEE
130000,15,2,1/1/2013,0,Quarterly,EMPLOYER QTRLY ADMIN ASSESSMENT FEE
130000,15,2,1/1/2017,0,Quarterly,EMPLOYER QTRLY ADMIN ASSESSMENT FEE
150000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
150000,16,2,1/1/2008,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2010,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2011,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2012,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2013,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2014,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2015,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2016,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2017,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2018,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2019,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
150000,16,2,1/1/2020,0,Quarterly,QTRLY EMPLOYMENT AND TRAINING TAX
160000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
160000,18,2,1/1/2008,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2009,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2010,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2012,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2013,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2014,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2015,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2016,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2017,0,Quarterly,ER  QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2018,0,Quarterly,ER QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2019,0,Quarterly,ER QUARTERLY WORKFORCE DEVELOPMENT
160000,18,2,1/1/2020,0,Quarterly,ER QUARTERLY WORKFORCE DEVELOPMENT
160000,29,2,1/1/2008,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2009,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2010,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2012,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2013,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2014,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2015,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2016,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2017,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2018,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2019,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
160000,29,2,1/1/2020,0,Quarterly,QRTRLY ADMIN RESERVE FUND FORMULA
170000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
170000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
180000,10,2,1/1/1983,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
180000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
180000,10,2,1/2/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
180000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
180000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2008,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2009,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2010,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2012,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2013,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2014,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2015,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2016,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2017,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2018,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2019,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,10,2,1/1/2020,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
190000,29,2,1/1/2008,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2009,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2010,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2011,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2012,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2013,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2014,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2015,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2016,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2017,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2018,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2019,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
190000,29,2,1/1/2020,0,Quarterly,QRTLY ADMIN RESERVE FUND FORMULA
200000,10,2,1/1/1984,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
200000,10,2,1/1/2011,0,Quarterly,EMPLOYER QUARTERLY UT FORMULA
